id,priority,reported,completed,status,source,parent,depends,superseded_by,summary,attempt_count,description_path,created_at,updated_at
723-712-639-626-subtask-issue-status-done-git-mv,medium,2026-04-18,,done,decomposed,712-699-639-626-subtask-issue-status-done-git-mv,none,,639-626 subtask issue を status:done 化して git mv で単一コミット,0,scripts/pipeline/descriptions/723-712-639-626-subtask-issue-status-done-git-mv.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
724-714-subtask,medium,2026-04-18,,done,decomposed,714-704-graphviewcontainer-claude-md-ratchet-617,none,,subtask,0,scripts/pipeline/descriptions/724-714-subtask.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
725-714-graphviewcontainer-claude-md-ratchet-617,medium,2026-04-18,,done,decomposed,714-704-graphviewcontainer-claude-md-ratchet-617,none,,GraphViewContainer行数再確認→CLAUDE.md ratchet→617-593-594-585 done遷移を1コミット,0,scripts/pipeline/descriptions/725-714-graphviewcontainer-claude-md-ratchet-617.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
726-715-subtask,medium,2026-04-18,,done,decomposed,715-704-subtask,none,,subtask,0,scripts/pipeline/descriptions/726-715-subtask.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
727-715-graphviewcontainer-ratchet-issue-done,medium,2026-04-18,,done,decomposed,715-704-subtask,none,,GraphViewContainer ratchet + 親issue done化 + 単一コミット,0,scripts/pipeline/descriptions/727-715-graphviewcontainer-ratchet-issue-done.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
728-717-subtask,medium,2026-04-18,,done,decomposed,717-691-status-done-edit,none,,subtask,0,scripts/pipeline/descriptions/728-717-subtask.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:20+09:00
729-717-frontmatter-read,medium,2026-04-18,,done,decomposed,717-691-status-done-edit,none,,対象ファイルの frontmatter 現状を Read で確認,0,scripts/pipeline/descriptions/729-717-frontmatter-read.md,2026-04-18T23:45:27+09:00,2026-04-18T23:45:27+09:00
729-717-read-frontmatter,high,2026-04-18,,done,decomposed,717-691-status-done-edit,none,,対象ファイルを Read して frontmatter を検証,0,scripts/pipeline/descriptions/729-717-read-frontmatter.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
730-717-edit-status-done,high,2026-04-18,,done,decomposed,717-691-status-done-edit,subtask-1,,Edit ツールで status: done に置換,0,scripts/pipeline/descriptions/730-717-edit-status-done.md,2026-04-18T20:00:21+09:00,2026-04-18T20:00:21+09:00
730-717-status-done-edit,medium,2026-04-18,,done,decomposed,717-691-status-done-edit,subtask-1,,status フィールドを done に Edit し、差分を検証,0,scripts/pipeline/descriptions/730-717-status-done-edit.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:20+09:00
731-717-read-git-status,high,2026-04-18,,done,decomposed,717-691-status-done-edit,subtask-2,,再 Read と git status で差分検証,0,scripts/pipeline/descriptions/731-717-read-git-status.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
731-719-subtask,medium,2026-04-18,,done,decomposed,719-702-frontmatter-status-done-edit,none,,subtask,0,scripts/pipeline/descriptions/731-719-subtask.md,2026-04-18T23:43:10+09:00,2026-04-18T23:43:10+09:00
732-719-issue-status-done-edit,medium,2026-04-18,,done,decomposed,719-702-frontmatter-status-done-edit,701-691-glob-read,,対象issueファイルのstatus行をdoneにEditで置換,0,scripts/pipeline/descriptions/732-719-issue-status-done-edit.md,2026-04-18T23:52:02+09:00,2026-04-18T23:52:02+09:00
732-719-subtask,medium,2026-04-18,,done,decomposed,719-702-frontmatter-status-done-edit,none,,subtask,0,scripts/pipeline/descriptions/732-719-subtask.md,2026-04-18T23:51:28+09:00,2026-04-18T23:51:28+09:00
733-719-diff-status,medium,2026-04-18,,done,decomposed,719-702-frontmatter-status-done-edit,subtask-1,,編集後のdiff検証 (status行以外が変化していないこと),0,scripts/pipeline/descriptions/733-719-diff-status.md,2026-04-19T00:00:16+09:00,2026-04-19T00:00:16+09:00
733-719-issue-frontmatter-read-status,high,2026-04-18,,done,decomposed,719-702-frontmatter-status-done-edit,none,,対象 issue ファイルの frontmatter を Read して現在の status 値を特定,0,scripts/pipeline/descriptions/733-719-issue-frontmatter-read-status.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
734-719-subtask,medium,2026-04-18,,done,decomposed,719-702-frontmatter-status-done-edit,none,,subtask,0,scripts/pipeline/descriptions/734-719-subtask.md,2026-04-19T00:11:29+09:00,2026-04-19T00:11:29+09:00
734-721-subtask,medium,2026-04-18,,done,decomposed,721-702-subtask,none,,subtask,0,scripts/pipeline/descriptions/734-721-subtask.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
735-719-status-done-edit,high,2026-04-18,,done,decomposed,719-702-frontmatter-status-done-edit,none,,status 行のみを `done` に Edit で置換,0,scripts/pipeline/descriptions/735-719-status-done-edit.md,2026-04-18T20:03:50+09:00,2026-04-18T20:03:50+09:00
735-721-status-read-frontmatter,medium,2026-04-18,,done,decomposed,721-702-subtask,none,,編集済み status ファイルを Read で再読込し frontmatter を取得,0,scripts/pipeline/descriptions/735-721-status-read-frontmatter.md,2026-04-19T00:07:24+09:00,2026-04-19T00:07:23+09:00
736-721-status-done-1,medium,2026-04-18,,done,decomposed,721-702-subtask,subtask-1,,status フィールドが done に1箇所のみ存在することを検証,0,scripts/pipeline/descriptions/736-721-status-done-1.md,2026-04-19T00:17:30+09:00,2026-04-19T00:17:30+09:00
736-721-subtask,medium,2026-04-18,,done,decomposed,721-702-subtask,none,,subtask,0,scripts/pipeline/descriptions/736-721-subtask.md,2026-04-19T00:11:01+09:00,2026-04-19T00:11:01+09:00
737-721-issue-frontmatter-status-done,medium,2026-04-18,,done,decomposed,721-702-subtask,none,,親タスクで編集された issueファイルの frontmatter を再読込し status:done を検証,0,scripts/pipeline/descriptions/737-721-issue-frontmatter-status-done.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
737-721-priority-reported-parent-depends-summary,medium,2026-04-18,,done,decomposed,721-702-subtask,subtask-1,,priority/reported/parent/depends/summary/source フィールド保持を検証,0,scripts/pipeline/descriptions/737-721-priority-reported-parent-depends-summary.md,2026-04-19T00:15:17+09:00,2026-04-19T00:15:17+09:00
738-721-subtask,medium,2026-04-18,,done,decomposed,721-702-subtask,none,,subtask,0,scripts/pipeline/descriptions/738-721-subtask.md,2026-04-19T00:26:00+09:00,2026-04-19T00:26:00+09:00
738-723-subtask,medium,2026-04-18,,done,decomposed,723-712-639-626-subtask-issue-status-done-git-mv,none,,subtask,0,scripts/pipeline/descriptions/738-723-subtask.md,2026-04-19T00:36:12+09:00,2026-04-19T00:36:12+09:00
739-721-subtask,medium,2026-04-18,,done,decomposed,721-702-subtask,none,,subtask,0,scripts/pipeline/descriptions/739-721-subtask.md,2026-04-19T00:30:34+09:00,2026-04-19T00:30:34+09:00
739-723-639-626-subtask-issue-status-done-git-mv,medium,2026-04-18,,done,decomposed,723-712-639-626-subtask-issue-status-done-git-mv,none,,639-626 subtask issue を status:done 化し git mv で単一コミット,0,scripts/pipeline/descriptions/739-723-639-626-subtask-issue-status-done-git-mv.md,2026-04-19T00:37:53+09:00,2026-04-19T00:37:53+09:00
740-723-subtask,medium,2026-04-18,,done,decomposed,723-712-639-626-subtask-issue-status-done-git-mv,none,,subtask,0,scripts/pipeline/descriptions/740-723-subtask.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
741-723-639-626-subtask-issue-status-done-git-mv,medium,2026-04-18,,done,decomposed,723-712-639-626-subtask-issue-status-done-git-mv,none,,639-626 subtask issue を status:done 化して git mv で単一コミット,0,scripts/pipeline/descriptions/741-723-639-626-subtask-issue-status-done-git-mv.md,2026-04-19T00:41:18+09:00,2026-04-19T00:41:18+09:00
742-690-subtask,medium,2026-04-18,,done,decomposed,690-687-639-626-subtask-issue-status-done-git-mv,none,,subtask,0,scripts/pipeline/descriptions/742-690-subtask.md,2026-04-19T00:41:32+09:00,2026-04-19T00:41:32+09:00
743-690-639-626-subtask-issue-frontmatter-status,medium,2026-04-18,,done,decomposed,690-687-639-626-subtask-issue-status-done-git-mv,none,,639-626 subtask issueファイルを特定しfrontmatterをstatus:doneに編集,0,scripts/pipeline/descriptions/743-690-639-626-subtask-issue-frontmatter-status.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
744-690-git-mv-pending-done,medium,2026-04-18,,done,decomposed,690-687-639-626-subtask-issue-status-done-git-mv,subtask-1,,git mvで対象ファイルをpending→doneに移動しコミット,0,scripts/pipeline/descriptions/744-690-git-mv-pending-done.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
745-725-issue-617-593-594-585-subtask-1,high,2026-04-18,,done,decomposed,725-714-graphviewcontainer-claude-md-ratchet-617,none,,親issue 617-593-594-585 subtask-1 完了コミットの存在を検証,0,scripts/pipeline/descriptions/745-725-issue-617-593-594-585-subtask-1.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
746-725-graphviewcontainer-ts-claude-md-god-obje,high,2026-04-18,,done,decomposed,725-714-graphviewcontainer-claude-md-ratchet-617,subtask-1,,GraphViewContainer.ts の行数と CLAUDE.md の GOD OBJECT Policy 表を照合,0,scripts/pipeline/descriptions/746-725-graphviewcontainer-ts-claude-md-god-obje.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
747-725-claude-md-god-object-policy-ratchet-down,medium,2026-04-18,,done,decomposed,725-714-graphviewcontainer-claude-md-ratchet-617,subtask-2,,CLAUDE.md の GOD OBJECT Policy 表を ratchet down (条件付き),0,scripts/pipeline/descriptions/747-725-claude-md-god-object-policy-ratchet-down.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
748-725-issue-frontmatter-in-progress-done,high,2026-04-18,,done,decomposed,725-714-graphviewcontainer-claude-md-ratchet-617,subtask-3,,対象 issue の frontmatter を in-progress → done へ更新,0,scripts/pipeline/descriptions/748-725-issue-frontmatter-in-progress-done.md,2026-04-18T20:09:38+09:00,2026-04-18T20:09:38+09:00
749-727-subtask,medium,2026-04-18,,done,decomposed,727-715-graphviewcontainer-ratchet-issue-done,none,,subtask,0,scripts/pipeline/descriptions/749-727-subtask.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
750-727-graphviewcontainer-claude-md-ratchet-iss,medium,2026-04-18,,done,decomposed,727-715-graphviewcontainer-ratchet-issue-done,none,,GraphViewContainer 行数測定 + CLAUDE.md ratchet + 親issue done化を単一コミットで実施,0,scripts/pipeline/descriptions/750-727-graphviewcontainer-claude-md-ratchet-iss.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
751-712-subtask,medium,2026-04-18,,done,decomposed,712-699-639-626-subtask-issue-status-done-git-mv,none,,subtask,0,scripts/pipeline/descriptions/751-712-subtask.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
752-712-639-626-subtask-issue-status-done-git-mv,medium,2026-04-18,,done,decomposed,712-699-639-626-subtask-issue-status-done-git-mv,none,,639-626 subtask issue を status:done 化して git mv でコミット,0,scripts/pipeline/descriptions/752-712-639-626-subtask-issue-status-done-git-mv.md,2026-04-19T07:37:56+09:00,2026-04-19T07:44:29+09:00
753-729-subtask,medium,2026-04-18,,done,decomposed,729-717-read-frontmatter,none,,subtask,0,scripts/pipeline/descriptions/753-729-subtask.md,2026-04-19T02:09:19+09:00,2026-04-19T02:09:18+09:00
754-729-subtask-1,high,2026-04-18,,done,decomposed,729-717-read-frontmatter,none,,subtask-1 成果物からターゲットファイルパスを取得,0,scripts/pipeline/descriptions/754-729-subtask-1.md,2026-04-18T20:13:12+09:00,2026-04-18T20:13:12+09:00
755-729-read-frontmatter,high,2026-04-18,,done,decomposed,729-717-read-frontmatter,subtask-1,,ターゲットファイルを Read して frontmatter 必須フィールド存在確認,0,scripts/pipeline/descriptions/755-729-read-frontmatter.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
756-729-status-done-no-op,high,2026-04-18,,done,decomposed,729-717-read-frontmatter,subtask-2,,status 値を判定し done なら no-op 終了フラグを立てる,0,scripts/pipeline/descriptions/756-729-status-done-no-op.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
757-730-status-done-edit-read,medium,2026-04-18,,done,decomposed,730-717-status-done-edit,subtask-1,,status フィールドを done に Edit して Read で内容を検証,0,scripts/pipeline/descriptions/757-730-status-done-edit-read.md,2026-04-19T02:13:35+09:00,2026-04-19T02:13:35+09:00
757-730-subtask,medium,2026-04-18,,done,decomposed,730-717-status-done-edit,none,,subtask,0,scripts/pipeline/descriptions/757-730-subtask.md,2026-04-19T02:18:01+09:00,2026-04-19T02:18:01+09:00
758-730-git-status-short-modified,medium,2026-04-18,,done,decomposed,730-717-status-done-edit,subtask-2 (上の,,git status --short で対象ファイルのみが modified であることを検証,0,scripts/pipeline/descriptions/758-730-git-status-short-modified.md,2026-04-19T02:22:43+09:00,2026-04-19T02:22:43+09:00
758-730-status-done-edit,high,2026-04-18,,done,decomposed,730-717-status-done-edit,subtask-1 (parent chain),,status フィールドを done に Edit で置換,0,scripts/pipeline/descriptions/758-730-status-done-edit.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
759-730-edit-read-frontmatter,high,2026-04-18,,done,decomposed,730-717-status-done-edit,subtask-1,,Edit 後に Read で frontmatter と本文の完全性を検証,0,scripts/pipeline/descriptions/759-730-edit-read-frontmatter.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
759-730-subtask,medium,2026-04-18,,done,decomposed,730-717-status-done-edit,none,,subtask,0,scripts/pipeline/descriptions/759-730-subtask.md,2026-04-19T02:24:51+09:00,2026-04-19T02:24:51+09:00
760-730-git-status-short-modified,high,2026-04-18,,done,decomposed,730-717-status-done-edit,subtask-2,,git status --short で modified マークを確認,0,scripts/pipeline/descriptions/760-730-git-status-short-modified.md,2026-04-19T09:12:22+09:00,2026-04-19T09:12:20+09:00
761-731-subtask,medium,2026-04-18,,done,decomposed,731-717-read-git-status,none,,subtask,0,scripts/pipeline/descriptions/761-731-subtask.md,2026-04-19T02:25:44+09:00,2026-04-19T02:25:44+09:00
762-731-edit-read-status-done,high,2026-04-18,,done,decomposed,731-717-read-git-status,none,,Edit後のファイル再Readでstatus: done確認,0,scripts/pipeline/descriptions/762-731-edit-read-status-done.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
763-731-git-diff-status,high,2026-04-18,,done,decomposed,731-717-read-git-status,subtask-1,,git diff で status 行のみの変更を検証,0,scripts/pipeline/descriptions/763-731-git-diff-status.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
764-731-git-status-short-modified-1,high,2026-04-18,,done,decomposed,731-717-read-git-status,subtask-2,,git status --short で modified 1件のみ確認,0,scripts/pipeline/descriptions/764-731-git-status-short-modified-1.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
765-733-subtask,medium,2026-04-18,,done,decomposed,733-719-issue-frontmatter-read-status,none,,subtask,0,scripts/pipeline/descriptions/765-733-subtask.md,2026-04-19T02:31:32+09:00,2026-04-19T02:38:25+09:00
766-733-issue-read-frontmatter,high,2026-04-18,,done,decomposed,733-719-issue-frontmatter-read-status,none,,対象 issue ファイルを Read し frontmatter 領域を取得,0,scripts/pipeline/descriptions/766-733-issue-read-frontmatter.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
767-733-subtask,medium,2026-04-18,,done,decomposed,733-719-issue-frontmatter-read-status,none,,subtask,0,scripts/pipeline/descriptions/767-733-subtask.md,2026-04-19T02:33:10+09:00,2026-04-19T02:33:10+09:00
768-745-subtask,medium,2026-04-18,,done,decomposed,745-725-issue-617-593-594-585-subtask-1,none,,subtask,0,scripts/pipeline/descriptions/768-745-subtask.md,2026-04-19T02:29:07+09:00,2026-04-19T02:29:07+09:00
768-760-subtask,medium,2026-04-18,,done,decomposed,760-730-git-status-short-modified,none,,subtask,0,scripts/pipeline/descriptions/768-760-subtask.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
769-745-git-log-20-issue-617-593-594-585-subtask,high,2026-04-18,,done,decomposed,745-725-issue-617-593-594-585-subtask-1,none,,git log -20 で親issue 617-593-594-585 subtask-1 完了コミットの存在を確認,0,scripts/pipeline/descriptions/769-745-git-log-20-issue-617-593-594-585-subtask.md,2026-04-18T21:24:40+09:00,2026-04-18T21:24:40+09:00
769-760-git-status-short,high,2026-04-18,,done,decomposed,760-730-git-status-short-modified,none,,git status --short を実行し生出力を取得,0,scripts/pipeline/descriptions/769-760-git-status-short.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
770-760-modified,high,2026-04-18,,done,decomposed,760-730-git-status-short-modified,subtask-1,,modifiedマーク行の分類と検証,0,scripts/pipeline/descriptions/770-760-modified.md,2026-04-18T21:33:27+09:00,2026-04-18T21:33:27+09:00
771-760-,high,2026-04-18,,done,decomposed,760-730-git-status-short-modified,subtask-2,,パイプライン次ステップ向け出力整形と完了,0,scripts/pipeline/descriptions/771-760-.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
772-746-graphviewcontainer-ts-claude-md,high,2026-04-18,,done,decomposed,746-725-graphviewcontainer-ts-claude-md-god-obje,none,,GraphViewContainer.ts の行数取得と CLAUDE.md 表との照合,0,scripts/pipeline/descriptions/772-746-graphviewcontainer-ts-claude-md.md,2026-04-18T21:31:21+09:00,2026-04-18T21:31:21+09:00
773-755-read,high,2026-04-18,,done,decomposed,755-729-read-frontmatter,none,,ターゲットファイルを Read ツールで取得,0,scripts/pipeline/descriptions/773-755-read.md,2026-04-18T21:33:24+09:00,2026-04-18T21:33:24+09:00
774-755-subtask,medium,2026-04-18,,done,decomposed,755-729-read-frontmatter,773-755-read,,frontmatter 必須キー存在検証,0,scripts/pipeline/descriptions/774-755-subtask.md,2026-04-19T02:38:25+09:00,2026-04-19T02:38:25+09:00
775-755-subtask,medium,2026-04-18,,done,decomposed,755-729-read-frontmatter,none,,subtask,0,scripts/pipeline/descriptions/775-755-subtask.md,2026-04-19T02:37:36+09:00,2026-04-19T02:37:36+09:00
776-756-frontmatter-status,high,2026-04-18,,done,decomposed,756-729-status-done-no-op,none,,frontmatter から status 値を抽出する,0,scripts/pipeline/descriptions/776-756-frontmatter-status.md,2026-04-18T21:38:23+09:00,2026-04-18T21:38:23+09:00
777-756-subtask,medium,2026-04-18,,done,decomposed,756-729-status-done-no-op,none,,subtask,0,scripts/pipeline/descriptions/777-756-subtask.md,2026-04-19T02:40:19+09:00,2026-04-19T02:40:19+09:00
778-758-subtask,medium,2026-04-18,,done,decomposed,758-730-status-done-edit,none,,subtask,0,scripts/pipeline/descriptions/778-758-subtask.md,2026-04-19T02:43:02+09:00,2026-04-19T02:43:02+09:00
779-758-status,high,2026-04-18,,done,decomposed,758-730-status-done-edit,none,,親タスク出力から対象ファイルパスと現在のstatus値を読み込む,0,scripts/pipeline/descriptions/779-758-status.md,2026-04-18T21:40:49+09:00,2026-04-18T21:40:49+09:00
780-758-edit-status-done,high,2026-04-18,,done,decomposed,758-730-status-done-edit,subtask-1,,Edit ツールで status 値を done に置換,0,scripts/pipeline/descriptions/780-758-edit-status-done.md,2026-04-18T21:44:47+09:00,2026-04-18T21:44:47+09:00
781-701-619-600-subtask,medium,2026-04-18,,done,decomposed,701-669-618,none,,619-600-subtask 完了記録用の空コミット作成,0,scripts/pipeline/descriptions/781-701-619-600-subtask.md,2026-04-19T02:47:01+09:00,2026-04-19T02:47:01+09:00
781-759-subtask,high,2026-04-18,,done,decomposed,759-730-edit-read-frontmatter,none,,Edit 前の frontmatter/body を baseline.json に記録 (subtask-1),0,scripts/pipeline/descriptions/781-759-subtask.md,2026-04-18T21:54:02+09:00,2026-04-18T21:54:02+09:00
782-759-read-frontmatter-subtask-1-baseline,high,2026-04-18,,done,decomposed,759-730-edit-read-frontmatter,781-759-subtask,,対象ファイルを Read し frontmatter を subtask-1 baseline と照合 (subtask-2),0,scripts/pipeline/descriptions/782-759-read-frontmatter-subtask-1-baseline.md,2026-04-18T21:55:34+09:00,2026-04-18T21:55:34+09:00
783-759-subtask,high,2026-04-18,,done,decomposed,759-730-edit-read-frontmatter,782-759-read-frontmatter-subtask-1-baseline,,対象ファイルの Description 本文を subtask-1 baseline と照合 (subtask-3),0,scripts/pipeline/descriptions/783-759-subtask.md,2026-04-18T21:56:05+09:00,2026-04-18T21:56:04+09:00
784-762-subtask,medium,2026-04-18,,done,decomposed,762-731-edit-read-status-done,none,,subtask,0,scripts/pipeline/descriptions/784-762-subtask.md,2026-04-19T02:46:26+09:00,2026-04-19T02:46:26+09:00
785-762-717-691-edit,high,2026-04-18,,done,decomposed,762-731-edit-read-status-done,none,,親タスク 717-691 の Edit 対象ファイルパスを特定,0,scripts/pipeline/descriptions/785-762-717-691-edit.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
786-762-read-frontmatter,high,2026-04-18,,done,decomposed,762-731-edit-read-status-done,subtask-1,,対象ファイル再Read + frontmatter/本文保全検証,0,scripts/pipeline/descriptions/786-762-read-frontmatter.md,2026-04-18T21:59:04+09:00,2026-04-18T21:59:04+09:00
787-758-subtask,medium,2026-04-18,,done,decomposed,758-730-status-done-edit,none,,subtask,0,scripts/pipeline/descriptions/787-758-subtask.md,2026-04-19T02:56:27+09:00,2026-04-19T02:56:27+09:00
788-758-subtask-1-status,high,2026-04-18,,done,decomposed,758-730-status-done-edit,none,,subtask-1 の対象ファイルリストと現在の status 値を読み取る,0,scripts/pipeline/descriptions/788-758-subtask-1-status.md,2026-04-18T22:03:37+09:00,2026-04-18T22:03:37+09:00
789-758-subtask,medium,2026-04-18,,done,decomposed,758-730-status-done-edit,none,,subtask,0,scripts/pipeline/descriptions/789-758-subtask.md,2026-04-19T02:51:33+09:00,2026-04-19T02:51:33+09:00
790-758-edit-status-done,high,2026-04-18,,done,decomposed,758-730-status-done-edit,none,,Edit ツールで status を done に置換,0,scripts/pipeline/descriptions/790-758-edit-status-done.md,2026-04-18T22:05:05+09:00,2026-04-18T22:05:05+09:00
791-763-subtask,medium,2026-04-18,,done,decomposed,763-731-git-diff-status,none,,subtask,0,scripts/pipeline/descriptions/791-763-subtask.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
792-763-,high,2026-04-18,,done,decomposed,763-731-git-diff-status,none,,対象ファイルパスを特定してシェル変数に保存,0,scripts/pipeline/descriptions/792-763-.md,2026-04-18T22:04:36+09:00,2026-04-18T22:04:36+09:00
793-763-subtask,medium,2026-04-18,,done,decomposed,763-731-git-diff-status,none,,subtask,0,scripts/pipeline/descriptions/793-763-subtask.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
794-763-subtask,medium,2026-04-18,,done,decomposed,763-731-git-diff-status,none,,subtask,0,scripts/pipeline/descriptions/794-763-subtask.md,2026-04-19T03:04:52+09:00,2026-04-19T03:04:52+09:00
795-764-subtask,medium,2026-04-18,,done,decomposed,764-731-git-status-short-modified-1,none,,subtask,0,scripts/pipeline/descriptions/795-764-subtask.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
796-764-modified-git-status-short,high,2026-04-18,,done,decomposed,764-731-git-status-short-modified-1,none,,対象ファイルの modified 状態を git status --short で確認,0,scripts/pipeline/descriptions/796-764-modified-git-status-short.md,2026-04-18T22:03:16+09:00,2026-04-18T22:03:16+09:00
797-764-git-status,high,2026-04-18,,done,decomposed,764-731-git-status-short-modified-1,subtask-1,,他ファイルへの副作用がないことを全体 git status で確認,0,scripts/pipeline/descriptions/797-764-git-status.md,2026-04-18T22:10:40+09:00,2026-04-18T22:10:40+09:00
798-766-subtask,medium,2026-04-18,,done,decomposed,766-733-issue-read-frontmatter,none,,subtask,0,scripts/pipeline/descriptions/798-766-subtask.md,2026-04-19T03:06:38+09:00,2026-04-19T03:06:38+09:00
799-766-read-offset-0-limit-30,high,2026-04-18,,done,decomposed,766-733-issue-read-frontmatter,none,,"Read ツールを offset=0, limit=30 で実行しログ出力",0,scripts/pipeline/descriptions/799-766-read-offset-0-limit-30.md,2026-04-18T22:11:21+09:00,2026-04-18T22:11:21+09:00
799-766-read,high,2026-04-18,,done,decomposed,766-733-issue-read-frontmatter,none,,絶対パスの存在検証と Read 呼び出しラッパー追加,0,scripts/pipeline/descriptions/799-766-read.md,2026-04-18T22:12:28+09:00,2026-04-18T22:12:28+09:00
800-766-head30-frontmatter,high,2026-04-18,,done,decomposed,766-733-issue-read-frontmatter,subtask-1,,head30 から frontmatter 領域 `---`〜`---` を抽出する純関数追加,0,scripts/pipeline/descriptions/800-766-head30-frontmatter.md,2026-04-18T22:17:36+09:00,2026-04-18T22:17:36+09:00
800-766-raw-head-frontmatter-text,high,2026-04-18,,done,decomposed,766-733-issue-read-frontmatter,subtask-1,,RAW_HEAD から `---`〜`---` を抽出し FRONTMATTER_TEXT へ格納,0,scripts/pipeline/descriptions/800-766-raw-head-frontmatter-text.md,2026-04-18T22:25:58+09:00,2026-04-18T22:42:23+09:00
801-766-abort,high,2026-04-18,,done,decomposed,766-733-issue-read-frontmatter,subtask-2,,パス未解決／ファイル不在時の即時 abort 分岐を追記,0,scripts/pipeline/descriptions/801-766-abort.md,2026-04-18T22:24:01+09:00,2026-04-18T22:27:30+09:00
801-769-subtask,medium,2026-04-18,,done,decomposed,769-760-git-status-short,none,,subtask,0,scripts/pipeline/descriptions/801-769-subtask.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
802-769-git-status-short,high,2026-04-18,,done,decomposed,769-760-git-status-short,none,,git status --short を実行し生出力を取得してファイルに保存,0,scripts/pipeline/descriptions/802-769-git-status-short.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
802-769-subtask,medium,2026-04-18,,done,decomposed,769-760-git-status-short,none,,subtask,0,scripts/pipeline/descriptions/802-769-subtask.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
803-769-git-status-short-stdout-exit-code,high,2026-04-18,,done,decomposed,769-760-git-status-short,none,,git status --short を実行し stdout/exit code を取得,0,scripts/pipeline/descriptions/803-769-git-status-short-stdout-exit-code.md,2026-04-18T22:27:30+09:00,2026-04-18T22:27:29+09:00
803-771-subtask,medium,2026-04-18,,done,decomposed,771-760-,none,,分類結果 (target_file / unexpected_changes / warnings) を JSON 風構造化形式へ整形,0,scripts/pipeline/descriptions/803-771-subtask.md,2026-04-19T03:12:26+09:00,2026-04-19T03:12:26+09:00
804-769-,high,2026-04-18,,done,decomposed,769-760-git-status-short,subtask-1,,取得結果の検証と次サブタスクへの受け渡し,0,scripts/pipeline/descriptions/804-769-.md,2026-04-19T09:12:22+09:00,2026-04-25T22:47:31+09:00
804-771-subtask-2-stdout,high,2026-04-18,,done,decomposed,771-760-,none,,subtask-2の分類結果を構造化形式で整形してstdout出力,0,scripts/pipeline/descriptions/804-771-subtask-2-stdout.md,2026-04-18T22:34:36+09:00,2026-04-18T22:34:36+09:00
805-771-,high,2026-04-18,,done,decomposed,771-760-,none,,構造化出力スキーマと整形関数を実装,0,scripts/pipeline/descriptions/805-771-.md,2026-04-18T22:30:49+09:00,2026-04-18T22:30:49+09:00
805-771-760-730-frontmatter-status-done,medium,2026-04-18,,done,decomposed,771-760-,subtask-1,,親タスク 760-730 の frontmatter を status: done へ更新,0,scripts/pipeline/descriptions/805-771-760-730-frontmatter-status-done.md,2026-04-19T03:12:54+09:00,2026-04-19T03:12:54+09:00
